iMAG,Ag,logSFR22,logMsT,RVel,Ai,logMHI,Dist,surface_brightness_proxy,e_logMsT,e_iMAG
-19.7,0.65,-0.57,9.61,10289,0.4,9.65,143.0,-18.135153922833762,0.03,0.04
-20.67,1.04,-0.12,9.88,10907,0.54,9.76,151.9,-19.15921008286668,0.04,0.04
-20.7,1.07,-0.51,10.01,15100,0.55,10.26,211.8,-19.004916143125257,0.03,0.03
-16.74,0.0,-1.63,8.1,4302,0.0,8.82,58.9,-15.202035902274414,0.05,0.1
-18.14,0.27,-0.71,8.71,8156,0.17,9.42,112.6,-16.629210082866678,0.04,0.05
-17.34,0.0,-1.4,8.5,6655,0.05,9.18,91.2,-16.842872853137088,0.21,0.21
-20.04,0.68,-0.44,9.62,10772,0.41,9.82,150.0,-19.626213903806065,0.24,0.23
-22.22,1.4,0.09,10.7,13125,0.75,10.05,183.6,-21.25684399802339,0.11,0.1
-20.9,0.85,0.52,10.2,10741,0.54,9.99,149.6,-20.30245774882375,0.18,0.18
-21.43,1.19,0.26,10.16,13206,0.63,10.17,184.7,-20.501091108918793,0.11,0.11
-18.43,0.35,-0.57,8.87,9548,0.21,9.6,132.5,-17.178061780218776,0.07,0.07
-21.22,1.09,-0.11,10.27,13712,0.61,10.03,192.0,-19.998549962953323,0.07,0.07
-19.67,0.68,-0.46,9.48,10913,0.39,9.54,152.1,-18.3141892729366,0.06,0.06
-20.41,0.94,-0.9,9.78,13330,0.5,9.9,186.6,-18.968466589240016,0.04,0.05
-18.62,0.37,-1.35,8.88,7378,0.23,9.39,101.6,-17.725813889320463,0.12,0.12
-16.35,0.0,-1.27,7.35,6994,0.0,9.26,96.1,-14.979696478725783,0.06,0.08
-19.83,0.72,-1.34,9.5,7380,0.41,9.03,101.6,-19.591724550489186,0.09,0.1
-16.55,0.0,-0.57,8.19,9661,0.0,9.61,134.2,-15.7267406321435,0.14,0.14
-20.02,0.78,-0.61,9.57,7070,0.44,9.47,97.2,-18.813934626889267,0.07,0.08
-16.22,0.0,-2.59,7.91,5049,0.0,8.88,69.7,-14.968061780218775,0.08,0.1
-18.77,0.5,-0.55,8.98,10190,0.26,9.76,141.8,-17.342551133535654,0.05,0.06
-20.17,0.98,-0.29,9.6,13511,0.47,10.04,189.3,-18.591820557895357,0.03,0.04
-19.06,0.57,-0.84,9.0,11133,0.3,9.82,155.3,-17.932310951599458,0.08,0.08
-20.67,1.02,0.29,9.87,11205,0.55,9.81,156.3,-19.065365284569015,0.03,0.04
-19.83,0.72,-0.57,9.5,4430,0.41,8.87,60.6,-18.84989478055994,0.09,0.1
-20.28,0.89,-0.3,9.8,13383,0.48,10.04,187.4,-18.82446095036834,0.04,0.05
-19.59,0.74,-1.31,9.24,11236,0.36,9.72,156.8,-18.821288250630097,0.14,0.14
-20.18,0.77,0.08,9.74,10631,0.45,9.65,148.1,-19.411288250630097,0.15,0.14
-20.04,0.79,-1.04,9.6,10157,0.44,9.73,141.4,-18.84941455250907,0.07,0.08
-19.29,0.64,-0.79,9.11,7461,0.33,9.75,102.9,-18.16231095159946,0.08,0.09
-18.93,0.43,-0.89,9.08,4486,0.28,9.21,61.4,-17.708549962953324,0.08,0.1
-20.86,0.88,-0.1,10.08,10523,0.53,10.0,146.6,-20.383449100978375,0.22,0.21
-20.57,1.03,-0.16,9.83,10670,0.53,9.84,148.7,-18.90042656856086,0.03,0.04
-19.83,0.72,-0.57,9.5,9737,0.41,9.45,135.4,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.57,9.5,5223,0.41,9.01,71.0,-18.53301551646208,0.09,0.1
-20.87,1.2,0.12,9.81,15132,0.57,10.1,212.5,-19.442551133535655,0.05,0.05
-15.29,0.0,-2.49,7.32,2551,0.0,8.83,34.1,-14.466740632143498,0.15,0.2
-17.08,0.0,-2.35,8.31,2626,0.01,9.12,35.1,-15.501820557895353,0.06,0.14
-16.7,0.0,-0.57,8.19,4391,0.0,9.03,60.0,-15.636830661489139,0.1,0.11
-19.83,0.72,-0.57,9.5,4686,0.41,8.91,69.5,-18.702310951599458,0.09,0.1
-20.65,0.86,-1.76,10.2,15155,0.53,10.19,212.7,-19.522310951599458,0.08,0.08
-19.77,0.74,-0.72,9.46,7613,0.41,10.02,104.2,-18.47301551646208,0.06,0.07
-10.49,0.0,-3.79,5.53,731,0.0,7.4,10.1,-9.238061780218777,0.21,0.5
-16.86,0.0,-0.57,8.03,5339,0.0,9.41,74.1,-15.86305970010658,0.11,0.12
-18.81,0.5,-0.57,8.73,9466,0.25,9.92,131.1,-18.078325965092947,0.15,0.15
-17.8,0.17,-0.57,8.55,4945,0.12,9.04,68.8,-16.488178677662546,0.07,0.1
-19.19,0.55,-1.65,9.32,6897,0.33,9.27,94.2,-17.507638816893937,0.03,0.06
-17.58,0.09,-0.82,8.47,8395,0.08,9.76,115.6,-16.500543958936152,0.09,0.1
-21.57,1.24,-0.09,10.44,14939,0.68,10.19,209.1,-19.887638816893936,0.03,0.03
-20.67,1.05,-0.45,10.06,14117,0.54,10.0,197.3,-19.21446095036834,0.04,0.05
-20.51,0.93,-0.38,9.83,10208,0.5,10.03,141.5,-19.51305970010658,0.1,0.1
-19.83,0.72,-1.79,9.5,7648,0.41,9.27,105.0,-18.292035902274414,0.09,0.1
-21.94,1.41,0.65,10.31,13755,0.7,10.05,192.2,-21.028392216030227,0.12,0.11
-20.07,0.79,-0.87,9.59,10221,0.43,9.78,141.8,-19.33832596509295,0.15,0.15
-18.24,0.26,-0.57,8.85,7858,0.19,9.4,108.0,-16.62224189485365,0.03,0.05
-18.66,0.43,-1.0,8.93,8469,0.23,9.98,116.8,-17.8367406321435,0.14,0.13
-17.84,0.09,-0.57,8.64,4202,0.12,9.3,57.7,-16.588061780218776,0.07,0.11
-16.71,0.0,-1.93,8.33,4613,0.0,8.79,63.6,-15.282551133535657,0.06,0.09
-18.34,0.25,-0.57,8.91,7278,0.2,9.26,99.8,-16.856682886805665,0.05,0.07
-19.28,0.69,-0.83,9.24,7788,0.34,9.72,107.2,-17.838466589240017,0.05,0.06
-18.28,0.23,-0.57,8.91,7699,0.19,9.86,105.9,-17.136437882402813,0.08,0.09
-19.92,0.8,-0.55,9.26,7700,0.41,9.64,106.0,-19.0967406321435,0.14,0.13
-19.66,0.61,-1.1,9.59,8268,0.38,9.62,114.1,-18.748392216030226,0.12,0.12
-19.62,0.69,-0.82,9.45,9498,0.38,9.62,131.7,-18.352955994078872,0.06,0.07
-19.05,0.57,-0.57,9.16,13067,0.31,9.7,182.7,-17.406199992708014,0.03,0.04
-22.13,1.45,-0.18,10.84,13110,0.77,10.25,183.3,-20.434916143125257,0.03,0.03
-16.27,0.0,-0.57,7.99,4334,0.0,8.91,59.4,-15.732221550957636,0.21,0.21
-20.7,1.08,-0.27,9.84,10865,0.55,9.8,151.3,-19.230533337744703,0.04,0.05
-18.25,0.28,-0.57,8.82,10909,0.18,9.57,151.9,-17.05941455250907,0.08,0.08
-21.12,1.18,-0.38,10.22,10260,0.61,9.81,142.7,-19.595586070947764,0.04,0.05
-17.89,0.19,-0.28,8.61,17279,0.13,9.76,242.9,-16.90989478055994,0.11,0.11
-16.88,0.46,-0.57,7.89,13783,0.0,9.88,193.0,-15.568178677662544,0.06,0.07
-19.83,0.72,-0.57,9.5,3757,0.41,8.72,51.0,-18.623934626889266,0.09,0.1
-19.33,0.6,-1.4,9.29,7882,0.34,9.63,108.7,-18.23436267267211,0.09,0.09
-18.87,0.34,-1.36,9.14,7898,0.25,9.57,109.0,-18.393449100978376,0.22,0.21
-18.97,0.53,-0.9,9.03,7911,0.28,9.67,109.2,-17.890543958936153,0.09,0.1
-17.89,0.21,-1.12,8.56,8160,0.13,9.52,112.8,-17.121288250630098,0.15,0.14
-19.73,0.68,-0.77,9.56,11232,0.4,9.74,156.7,-18.539414552509072,0.07,0.08
-15.82,0.0,-2.43,7.73,7671,0.0,9.14,105.8,-14.740543958936156,0.1,0.1
-19.28,0.55,-0.91,9.38,7756,0.34,9.58,107.1,-17.662241894853654,0.03,0.05
-19.95,0.84,-1.03,9.57,10547,0.44,10.05,146.9,-18.425586070947762,0.04,0.05
-20.96,1.13,0.37,9.74,10568,0.56,9.74,147.2,-20.154791252077217,0.14,0.13
-19.28,0.57,-1.07,9.3,5669,0.33,9.47,78.9,-18.136437882402813,0.08,0.1
-19.83,0.72,-0.57,9.5,7485,0.41,9.1,102.8,-18.702310951599458,0.09,0.1
-19.83,0.72,-1.85,9.5,4801,0.41,8.62,66.0,-18.783224162854538,0.09,0.1
-19.83,0.72,-0.57,9.5,3838,0.41,9.17,52.9,-18.816337229729587,0.09,0.1
-19.46,0.54,-0.65,9.48,4982,0.35,8.87,69.3,-18.41322416285454,0.1,0.12
-21.51,1.28,1.72,10.28,13539,0.67,10.12,188.8,-19.918557927321125,0.03,0.03
-21.31,1.12,-0.57,10.48,14952,0.64,9.86,209.0,-19.627638816893935,0.03,0.03
-20.89,1.03,0.18,9.94,13954,0.56,10.06,194.9,-19.89305970010658,0.1,0.1
-22.04,1.26,0.11,10.64,12930,0.71,9.98,180.3,-21.271288250630096,0.14,0.14
-20.47,0.9,-0.18,9.83,10360,0.51,9.85,143.9,-19.114189272936596,0.06,0.07
-19.83,0.72,-0.57,9.5,2523,0.41,8.61,34.2,-18.68643788240281,0.09,0.1
-17.96,0.11,-1.06,8.69,3027,0.14,9.15,41.1,-16.75393462688927,0.09,0.14
-19.15,0.51,-2.43,9.08,11162,0.29,9.73,155.3,-18.652872853137087,0.21,0.2
-17.63,0.13,-1.09,8.43,5291,0.09,9.51,73.5,-16.303429372344574,0.06,0.09
-22.61,1.54,0.41,10.98,12711,0.83,9.67,177.1,-21.168466589240015,0.05,0.07
-22.48,1.51,1.22,10.76,13206,0.79,9.85,184.3,-21.449725872932916,0.1,0.1
-22.27,1.36,-0.62,10.85,10195,0.77,10.13,141.5,-21.033259395409733,0.07,0.08
-21.67,1.06,-0.17,10.61,9103,0.64,9.8,126.4,-21.17287285313709,0.21,0.2
-20.52,1.02,-0.21,9.75,13381,0.52,10.05,186.6,-19.092551133535654,0.04,0.05
-21.02,1.08,0.32,10.17,15143,0.6,10.41,212.0,-19.428557927321123,0.03,0.03
-21.7,1.37,0.4,10.39,14388,0.7,10.32,201.1,-20.175586070947762,0.04,0.04
-18.9,0.52,-0.57,9.03,12295,0.28,9.91,171.2,-17.486715477374847,0.05,0.05
-18.28,0.16,-1.87,9.0,5994,0.18,9.23,84.0,-17.643394454066048,0.18,0.17
-21.62,1.23,-0.45,10.53,9487,0.68,10.03,131.1,-20.323015516462082,0.06,0.07
-16.71,0.0,-1.3,7.66,4743,0.0,9.0,65.7,-16.03493215696735,0.17,0.17
-16.37,0.0,-3.33,7.96,6593,0.0,9.18,89.8,-15.77245774882375,0.18,0.18
-18.71,0.36,-1.19,9.07,10186,0.25,9.72,141.1,-17.67972587293292,0.1,0.1
-17.82,0.2,-0.81,8.51,11834,0.11,9.72,164.7,-17.282221550957637,0.2,0.19
-18.39,0.36,-0.92,8.88,10344,0.21,9.8,143.6,-16.865586070947764,0.04,0.05
-20.74,0.7,0.15,10.37,10294,0.51,10.23,142.8,-20.242872853137087,0.21,0.2
-19.83,0.72,-0.21,9.5,10350,0.41,9.77,143.6,-19.416213903806064,0.09,0.1
-16.79,0.0,-0.57,8.24,9102,0.0,9.53,125.8,-15.172241894853652,0.06,0.07
-21.02,1.03,0.05,10.0,10393,0.57,9.61,144.3,-20.12581388932046,0.12,0.12
-20.54,0.95,-0.34,9.72,12728,0.51,10.1,177.7,-19.593908910699387,0.11,0.11
-20.42,0.77,-0.62,9.93,10399,0.47,9.53,144.5,-19.862141121714476,0.2,0.19
-20.15,0.85,-0.43,9.77,12901,0.47,9.82,180.2,-18.53224189485365,0.03,0.05
-19.21,0.53,-0.57,9.21,10417,0.31,9.77,144.7,-18.441288250630098,0.15,0.14
-20.29,0.91,-0.53,9.72,9096,0.49,9.71,125.5,-18.806682886805664,0.04,0.05
-21.48,1.25,-0.04,10.36,13285,0.66,10.08,185.7,-20.124189272936597,0.06,0.07
-21.16,1.12,-0.69,10.31,9847,0.61,9.81,136.7,-19.848178677662546,0.06,0.07
-16.27,0.0,-0.57,8.13,2989,0.0,8.69,38.4,-14.718558780687225,0.11,0.25
-22.11,1.41,0.54,10.54,13510,0.73,9.85,189.0,-21.06322416285454,0.1,0.1
-21.98,1.4,0.36,10.59,13564,0.73,10.12,189.8,-20.668178677662546,0.06,0.07
-21.6,1.08,0.22,10.27,9934,0.63,9.78,138.0,-21.10287285313709,0.22,0.21
-22.02,1.34,0.35,10.53,12524,0.72,10.1,175.0,-20.95683066148914,0.09,0.09
-20.4,0.89,-0.73,9.86,10071,0.5,9.83,140.0,-19.088178677662544,0.06,0.07
-20.61,0.84,-0.47,10.01,9464,0.51,9.65,131.3,-19.897052644415844,0.16,0.15
-21.0,0.92,0.37,10.21,9513,0.56,9.78,132.0,-20.34408933883127,0.17,0.17
-17.68,0.05,-0.57,8.49,9770,0.1,9.64,135.6,-16.874791252077216,0.14,0.14
-18.45,0.29,-1.66,8.81,5392,0.21,8.99,75.2,-17.538392216030225,0.12,0.13
-19.83,0.72,-1.2,9.5,4925,0.41,8.91,68.6,-18.65499092688566,0.09,0.1
-16.91,0.0,-0.57,8.31,2232,0.0,9.01,30.3,-15.814362672672111,0.11,0.18
-16.26,0.0,-0.57,7.86,1749,0.0,8.5,23.5,-15.509738518874157,0.17,0.25
-20.24,0.9,-0.35,9.71,14093,0.48,9.91,197.2,-18.884189272936595,0.05,0.06
-19.83,0.72,-4.01,9.5,1089,0.41,7.56,14.8,-18.53301551646208,0.09,0.1
-20.49,0.82,0.71,10.01,9262,0.5,9.98,127.9,-19.378285446846384,0.09,0.09
-18.56,0.26,-0.38,9.02,4958,0.22,9.14,69.1,-17.596843998023388,0.11,0.12
-19.83,0.72,-0.57,9.5,4973,0.41,9.07,69.2,-18.518178677662544,0.09,0.1
-16.28,0.0,-0.57,7.76,5017,0.0,9.02,69.9,-14.701820557895356,0.05,0.08
-20.93,1.01,-0.08,9.89,13165,0.55,10.13,183.6,-20.25493215696735,0.16,0.15
-20.62,0.88,-0.35,9.97,13734,0.52,10.05,191.7,-19.55683066148914,0.09,0.09
-18.73,0.39,-0.57,9.25,10251,0.25,9.74,142.0,-17.302551133535655,0.05,0.05
-19.02,0.59,-0.17,8.89,10664,0.29,9.94,147.9,-18.05684399802339,0.11,0.1
-16.39,0.0,-0.57,7.95,6959,0.0,9.42,94.9,-15.6212882506301,0.15,0.15
-19.18,0.53,-0.57,9.14,13747,0.31,9.93,191.9,-18.13322416285454,0.1,0.09
-19.83,0.72,-0.57,9.5,4504,0.41,9.12,62.4,-18.84989478055994,0.09,0.1
-21.54,1.21,0.3,10.14,13140,0.64,10.21,183.4,-20.827052644415843,0.16,0.15
-19.83,0.72,-2.43,9.5,1668,0.41,8.43,22.5,-19.07973851887415,0.09,0.1
-14.51,0.0,-2.64,7.13,2473,0.0,8.31,33.6,-13.303934626889268,0.1,0.16
-18.18,0.23,-0.94,8.78,7789,0.17,9.55,107.0,-17.28581388932046,0.12,0.12
-15.29,0.0,-0.57,7.58,1731,0.0,7.93,23.3,-14.11499092688566,0.12,0.23
-19.22,0.5,-0.39,9.33,4278,0.33,9.1,59.0,-17.65515392283376,0.05,0.09
-15.7,0.0,-1.3,7.34,4234,0.0,8.92,58.3,-14.80581388932046,0.13,0.14
-18.55,0.35,-1.73,8.94,8711,0.22,10.01,120.5,-17.359414552509072,0.07,0.08
-18.08,0.18,-0.57,8.72,5236,0.16,9.03,72.7,-16.93643788240281,0.08,0.1
-18.01,0.12,-0.57,8.78,11868,0.15,9.67,165.6,-16.930543958936155,0.09,0.09
-20.03,0.82,-0.74,9.67,11700,0.45,10.02,163.2,-18.37328006731191,0.03,0.03
-19.83,0.72,-1.17,9.5,5753,0.41,8.91,80.2,-18.56295599407887,0.09,0.1
-18.58,0.45,-1.03,8.69,8990,0.22,9.57,124.2,-17.792973150399913,0.14,0.14
-19.83,0.72,-0.57,9.5,11832,0.41,9.98,164.6,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.57,9.5,5180,0.41,8.97,72.0,-18.702310951599458,0.09,0.1
-16.06,0.0,-1.78,7.84,2361,0.0,8.79,32.0,-14.980543958936154,0.11,0.18
-19.83,0.72,-0.57,9.5,722,0.41,7.6,10.0,-18.988819408446965,0.09,0.1
-17.29,0.01,-0.75,8.35,7459,0.04,9.49,102.3,-16.32684399802339,0.11,0.12
-16.29,0.0,-0.57,8.0,2787,0.0,8.26,37.6,-15.413357820967075,0.14,0.18
-20.45,1.01,-0.11,9.72,9757,0.51,9.81,135.4,-18.925586070947762,0.04,0.05
-15.83,0.0,-2.9,7.77,2340,0.0,8.61,31.3,-14.608549962953322,0.09,0.17
-15.68,0.0,-0.57,7.68,2550,0.0,8.83,34.5,-14.61683066148914,0.11,0.17
-18.05,0.11,-1.26,8.85,5618,0.15,9.34,78.5,-17.138392216030226,0.12,0.12
-16.61,0.0,-0.57,8.21,2547,0.0,8.85,34.2,-15.733357820967075,0.14,0.19
-19.02,0.54,-1.52,9.1,4204,0.29,9.18,57.6,-17.798549962953324,0.08,0.1
-19.63,0.45,-0.3,9.94,5145,0.37,9.26,71.3,-18.73581388932046,0.12,0.13
-14.13,0.0,-2.76,7.07,1565,0.0,8.07,21.1,-13.53245774882375,0.21,0.29
-19.83,0.72,-1.54,9.5,5300,0.41,9.07,73.5,-18.73436267267211,0.09,0.1
-19.83,0.72,-0.57,9.5,3195,0.41,9.05,43.6,-18.935813889320457,0.09,0.1
-19.83,0.72,-0.57,9.5,4755,0.41,9.41,65.6,-18.702310951599458,0.09,0.1
-20.08,0.74,-1.23,9.62,13610,0.43,9.96,190.0,-19.311288250630096,0.14,0.14
-16.81,0.0,-0.57,8.19,5090,0.0,9.06,70.7,-15.51301551646208,0.07,0.09
-17.97,0.13,-0.58,8.74,9323,0.14,9.47,128.5,-16.59969647872578,0.07,0.07
-20.17,0.8,-0.57,9.71,14301,0.45,10.19,199.6,-19.22390891069939,0.11,0.1
-19.77,0.66,-0.58,9.59,13852,0.41,9.79,193.2,-18.35671547737485,0.05,0.05
-17.86,0.24,-0.57,8.62,11145,0.13,9.61,154.5,-16.36290874727824,0.05,0.06
-20.02,0.87,-0.38,9.37,11468,0.44,9.79,159.2,-18.92436267267211,0.09,0.09
-20.92,1.03,-0.28,10.09,11118,0.57,10.14,154.3,-19.824362672672112,0.09,0.09
-19.83,0.72,-1.95,9.5,4226,0.41,8.91,58.5,-19.193394454066045,0.09,0.1
-19.02,0.62,-1.07,9.07,11054,0.29,9.92,153.3,-17.87643788240281,0.08,0.08
-18.72,0.42,-0.63,9.14,9119,0.25,9.49,125.7,-17.278466589240015,0.05,0.06
-17.43,0.0,-2.86,8.55,5563,0.06,9.36,77.6,-16.208549962953324,0.08,0.1
-20.88,1.06,-0.24,10.02,10334,0.57,9.87,143.1,-19.61295599407887,0.06,0.07
-19.28,0.62,-2.88,9.2,9479,0.33,9.65,130.9,-18.26633722972959,0.1,0.1
-15.02,0.0,-2.06,7.58,2124,0.0,8.18,28.8,-14.585116732191404,0.24,0.28
-19.33,0.65,-2.27,9.31,9655,0.34,9.68,133.4,-17.95969647872578,0.05,0.06
-18.07,0.26,-1.41,8.61,7342,0.15,9.35,100.4,-17.05633722972959,0.1,0.11
-19.83,0.72,-3.29,9.5,2424,0.41,8.19,33.8,-19.569099961689393,0.09,0.1
-19.83,0.72,-0.57,9.5,13908,0.41,10.02,194.2,-18.63941455250907,0.09,0.1
-21.27,1.15,-0.69,10.3,14735,0.63,10.18,206.1,-19.800533337744703,0.04,0.04
-20.16,0.91,-0.86,9.74,14680,0.47,10.07,205.3,-18.70446095036834,0.05,0.06
-17.53,0.14,-0.57,8.5,9754,0.08,9.56,134.9,-16.233015516462082,0.07,0.08
-21.33,1.18,0.11,10.27,9506,0.63,9.86,131.4,-20.218285446846384,0.09,0.1
-19.83,0.72,-1.87,9.5,2897,0.41,8.33,39.4,-19.232457748823748,0.09,0.1
-17.29,0.02,-2.26,8.2,4189,0.04,8.57,57.7,-15.876715477374848,0.06,0.1
-20.82,1.09,0.7,9.78,17432,0.55,10.27,244.7,-19.676437882402812,0.08,0.08
-18.6,0.4,-1.43,8.95,9881,0.23,9.74,136.8,-17.409414552509073,0.08,0.08
-19.83,0.72,-0.92,9.5,5777,0.41,9.16,80.6,-19.524455918189375,0.09,0.1
-18.02,0.35,-0.76,8.63,9331,0.15,9.82,129.0,-16.495586070947763,0.05,0.07
-19.83,0.72,-1.49,9.5,5495,0.41,8.85,76.4,-19.437490627975837,0.09,0.1
-18.14,0.16,-1.87,8.84,4368,0.17,8.45,60.1,-16.93393462688927,0.08,0.11
-18.42,0.25,-0.57,8.9,5159,0.2,9.21,71.5,-17.862141121714476,0.2,0.2
-17.93,0.17,-0.59,8.56,5208,0.13,8.82,72.2,-16.86683066148914,0.1,0.12
-20.3,1.01,-0.57,9.66,17529,0.49,10.29,246.3,-18.775586070947764,0.04,0.04
-17.77,0.06,-0.57,8.69,5410,0.11,9.14,75.1,-17.192220697591534,0.19,0.19
-17.89,0.13,-2.13,8.7,5518,0.13,9.07,76.7,-16.246199992708014,0.05,0.08
-19.2,0.51,-1.04,9.4,5602,0.31,9.2,77.9,-18.21989478055994,0.11,0.12
-18.21,0.22,-1.35,8.8,9147,0.17,9.67,126.6,-17.55408933883127,0.17,0.17
-17.09,0.0,-2.21,8.33,3799,0.01,8.73,51.9,-16.41493215696735,0.17,0.18
-18.75,0.45,-2.74,8.8,9209,0.24,9.68,127.5,-18.132849805171187,0.18,0.17
-17.11,0.0,-2.03,8.29,3396,0.01,8.88,46.2,-16.215813889320458,0.13,0.15
-18.04,0.21,-1.03,8.65,5528,0.15,9.23,76.8,-17.128392216030225,0.12,0.13
-20.12,0.86,-0.44,9.66,6151,0.46,9.77,85.9,-18.528557927321124,0.04,0.06
-20.77,1.01,-0.72,10.13,14031,0.55,10.23,196.0,-19.658285446846385,0.08,0.08
-19.83,0.72,-0.57,9.5,2425,0.41,8.08,32.9,-18.935813889320457,0.09,0.1
-17.26,0.0,-0.57,8.36,5434,0.04,9.07,75.7,-16.26305970010658,0.11,0.12
-19.83,0.72,-2.49,9.5,5483,0.41,9.49,76.6,-18.799725872932918,0.09,0.1
-18.04,0.09,-1.51,8.96,5467,0.14,9.42,76.3,-17.44245774882375,0.19,0.18
-13.03,0.0,-0.57,6.56,619,0.0,7.49,8.7,-11.934362672672112,0.25,0.58
-15.11,0.0,-2.37,7.3,3359,0.0,8.57,45.9,-13.84295599407887,0.08,0.13
-20.6,0.98,-0.29,9.73,11728,0.52,9.73,162.8,-19.520543958936155,0.09,0.09
-17.27,0.0,-1.33,8.46,5170,0.04,9.01,72.1,-15.943429372344573,0.07,0.09
-18.89,0.46,-0.57,9.2,14534,0.27,9.91,203.0,-17.778285446846386,0.1,0.09
-22.39,1.48,0.36,10.73,15061,0.78,10.23,210.5,-21.26231095159946,0.08,0.08
-21.85,1.38,-0.21,10.63,14675,0.72,10.1,205.0,-20.271820557895357,0.03,0.03
-19.83,0.72,-1.48,9.5,11470,0.41,9.53,159.2,-18.702310951599458,0.09,0.1
-16.77,0.0,-0.57,8.08,5320,0.0,8.91,74.2,-15.823908910699387,0.11,0.12
-20.86,0.91,-0.29,10.31,12012,0.55,10.08,167.0,-19.89684399802339,0.11,0.1
-18.33,0.24,-1.41,8.84,5351,0.19,9.22,74.6,-16.974189272936595,0.06,0.08
-17.92,0.16,-0.93,8.6,5646,0.13,9.39,78.9,-16.939894780559943,0.11,0.12
-15.07,0.0,-0.57,7.52,2257,0.0,8.25,30.7,-13.818061780218777,0.1,0.17
-19.49,0.48,-0.35,9.6,10845,0.34,9.78,150.3,-19.076213903806064,0.24,0.22
-20.95,0.64,0.07,10.65,11558,0.54,9.74,160.5,-20.432464576539186,0.2,0.19
-17.05,0.0,-1.26,8.13,5483,0.01,9.47,76.5,-16.121091108918794,0.12,0.13
-19.46,0.68,-0.63,9.19,11936,0.36,10.14,165.9,-18.36436267267211,0.09,0.08
-19.62,0.77,-0.5,9.27,11674,0.39,9.54,162.2,-17.989187034900777,0.03,0.04
-15.66,0.0,-0.57,7.81,2496,0.0,8.47,34.0,-14.818819408446968,0.14,0.19
-20.49,0.97,-0.3,9.59,10784,0.49,9.86,149.5,-19.777052644415843,0.16,0.15
-19.22,0.64,-0.93,9.09,11720,0.33,9.75,162.9,-17.84969647872578,0.05,0.06
-21.2,1.16,-0.01,10.07,14959,0.61,10.07,209.1,-20.00941455250907,0.07,0.07
-21.71,1.34,0.22,10.42,16145,0.7,10.08,226.1,-20.185586070947764,0.04,0.04
-19.83,0.72,-2.03,9.5,7811,0.41,9.44,107.0,-18.65499092688566,0.09,0.1
-16.67,0.0,-0.57,8.17,2496,0.0,8.51,34.0,-15.270960530161446,0.08,0.15
-20.43,0.88,-0.57,9.72,11960,0.48,9.94,166.3,-19.717052644415844,0.16,0.15
-19.18,0.5,-0.57,9.18,11453,0.31,9.75,159.1,-18.338819408446966,0.13,0.13
-20.42,0.97,-0.15,9.78,12013,0.51,9.87,167.1,-18.802241894853655,0.03,0.04
-18.75,0.35,-1.1,9.07,5124,0.24,9.12,71.3,-18.07493215696735,0.17,0.17
-17.53,0.03,-1.98,8.49,5262,0.08,9.11,73.3,-16.308549962953325,0.07,0.1
-17.63,0.05,-0.57,8.55,5362,0.09,9.43,74.7,-16.917052644415843,0.16,0.16
-19.83,0.72,-0.57,9.5,5595,0.41,8.96,78.1,-18.56295599407887,0.09,0.1
-15.22,0.0,-0.57,8.65,2139,0.0,8.41,29.0,-13.820960530161443,0.08,0.18
-18.85,0.39,-1.14,9.13,7933,0.27,9.69,108.9,-17.72231095159946,0.08,0.09
-19.74,0.73,-0.57,9.49,15111,0.41,9.87,211.4,-18.109187034900774,0.03,0.03
-20.93,0.97,-0.57,10.31,14073,0.59,10.0,196.6,-19.299187034900775,0.03,0.03
-21.22,1.19,0.29,10.08,14170,0.62,9.81,198.0,-19.968061780218775,0.07,0.07
-21.93,1.37,-0.14,10.59,14473,0.74,9.89,202.3,-20.299187034900775,0.03,0.03
-18.74,0.41,-0.57,9.08,14651,0.26,9.74,204.9,-17.14855792732112,0.09,0.08
-19.83,0.72,-1.79,9.5,5435,0.41,9.11,75.7,-18.402551133535653,0.09,0.1
-19.83,0.72,-0.57,9.5,2951,0.41,9.16,40.2,-18.3605333377447,0.09,0.1
-14.92,0.0,-2.43,7.32,2865,0.0,8.35,39.0,-13.956843998023388,0.13,0.17
-19.24,0.38,-0.57,9.65,17471,0.32,10.08,245.2,-18.193224162854534,0.1,0.09
-19.83,0.72,-1.8,9.5,5294,0.41,8.89,73.6,-18.65499092688566,0.09,0.1
-19.97,0.8,-0.36,9.65,11560,0.44,9.72,160.8,-18.40515392283376,0.03,0.04
-17.13,0.0,-1.58,8.39,6427,0.02,9.38,87.5,-15.551820557895354,0.05,0.07
-19.83,0.72,-0.57,9.5,17296,0.41,9.79,242.8,-18.702310951599458,0.09,0.1
-18.26,0.27,-1.32,8.7,4283,0.18,8.93,59.0,-17.164362672672112,0.09,0.11
-18.78,0.42,-0.96,9.12,8781,0.27,9.69,121.2,-17.047132048600137,0.03,0.05
-18.28,0.24,-0.57,8.82,8849,0.19,9.35,122.1,-16.649187034900777,0.03,0.05
-20.6,0.97,-0.1,9.61,17217,0.5,10.23,241.7,-19.963394454066048,0.18,0.16
-17.03,0.0,-1.94,8.33,3929,0.0,8.95,53.9,-16.29832596509295,0.16,0.17
-18.98,0.49,-1.46,9.05,7230,0.28,9.35,99.1,-17.99989478055994,0.11,0.11
